SUDT ACCESSPORT LOG FILE - Monitor mode

监控: COM3
创建时间: 2010-04-27, 10:05:25
计算机名: 齅J奆
系统版本: Microsoft Windows 2000 Server Service Pack 4 (Build 2195)

#       Time        Function                        Data ( Hex )	

1       [00000000]  IRP_MJ_CREATE                   Port Opened - s
2       [00000000]  IOCTL_SERIAL_SET_BAUD_RATE      Baud Rate: 9600
3       [00000000]  IOCTL_SERIAL_SET_LINE_CONTROL   StopBits: 1, Parity: No, DataBits: 8
72      [00008859]  IRP_MJ_READ                     Length: 0008, Data: A7 00 01 00 01 3A A2 00 
73      [00008859]  IRP_MJ_READ                     Length: 0008, Data: 01 00 01 3A 9F 00 01 00 
74      [00008860]  IRP_MJ_READ                     Length: 0008, Data: 01 3A A8 00 01 00 01 07 
75      [00008860]  IRP_MJ_READ                     Length: 0002, Data: A0 D0 
76      [00009006]  IRP_MJ_READ                     Length: 0008, Data: 12 34 56 00 32 80 01 0B 
77      [00009006]  IRP_MJ_READ                     Length: 0008, Data: 15 03 29 53 09 60 0B 13 
78      [00009007]  IRP_MJ_READ                     Length: 0008, Data: 83 29 50 69 00 65 2E 3A 
79      [00009007]  IRP_MJ_READ                     Length: 0008, Data: A7 00 01 00 00 3A A2 00 
80      [00009008]  IRP_MJ_READ                     Length: 0008, Data: 01 00 01 3A 9F 00 01 00 
81      [00009008]  IRP_MJ_READ                     Length: 0008, Data: 01 3A A8 00 01 00 01 3A 
82      [00009009]  IRP_MJ_READ                     Length: 0002, Data: 5C 58 
83      [00009672]  IRP_MJ_WRITE                    Length: 0030, Data: 12 34 56 00 1E 80 01 0B 00 00 00 00 00 10 0B 13 83 29 79 08 50 65 04 13 88 00 11 BC 8C BC 
84      [00009769]  IRP_MJ_WRITE                    Length: 0030, Data: 12 34 56 00 1E 80 01 0B 00 00 00 00 00 10 0B 13 83 29 79 08 50 65 02 13 88 00 10 F5 4C 32 
85      [00009866]  IRP_MJ_WRITE                    Length: 0030, Data: 12 34 56 00 1E 80 01 0B 00 00 00 00 00 10 0B 13 83 29 79 08 50 65 02 00 01 00 08 20 28 01 
86      [00009938]  IRP_MJ_READ                     Length: 0008, Data: 12 34 56 00 3D 80 01 0B 
87      [00009939]  IRP_MJ_READ                     Length: 0008, Data: 13 83 29 79 08 50 0B 13 
88      [00009939]  IRP_MJ_READ                     Length: 0008, Data: 83 29 50 69 00 65 04 22 
89      [00009940]  IRP_MJ_READ                     Length: 0008, Data: 00 04 FB 64 00 00 69 FA 
90      [00009940]  IRP_MJ_READ                     Length: 0008, Data: 00 02 16 03 00 00 00 00 
91      [00009941]  IRP_MJ_READ                     Length: 0008, Data: 00 06 A7 6D 00 00 00 00 
92      [00009941]  IRP_MJ_READ                     Length: 0008, Data: 00 00 00 00 00 00 00 00 
93      [00009942]  IRP_MJ_READ                     Length: 0005, Data: 4E 20 84 D6 78 
94      [00009944]  IRP_MJ_READ                     Length: 0008, Data: 12 34 56 00 1D 80 01 0B 
95      [00009944]  IRP_MJ_READ                     Length: 0008, Data: 13 83 29 79 08 50 0B 13 
96      [00009945]  IRP_MJ_READ                     Length: 0008, Data: 83 29 50 69 00 65 02 02 
97      [00009946]  IRP_MJ_READ                     Length: 0005, Data: 6F 3F A5 90 F4 
98      [00009978]  IRP_MJ_READ                     Length: 0008, Data: 12 34 56 00 1C 80 01 0B 
99      [00009978]  IRP_MJ_READ                     Length: 0008, Data: 13 83 29 79 08 50 0B 13 
100     [00009979]  IRP_MJ_READ                     Length: 0008, Data: 83 29 50 69 00 65 02 01 
101     [00009980]  IRP_MJ_READ                     Length: 0004, Data: FF FE F8 6A 
102     [00012267]  IRP_MJ_WRITE                    Length: 0030, Data: 12 34 56 00 1E 80 01 0B 00 00 00 00 00 10 0B 13 83 29 78 55 00 65 04 13 88 00 11 BC 8C B0 
103     [00012364]  IRP_MJ_WRITE                    Length: 0030, Data: 12 34 56 00 1E 80 01 0B 00 00 00 00 00 10 0B 13 83 29 78 55 00 65 02 13 88 00 10 F5 4C 3E 
104     [00012461]  IRP_MJ_WRITE                    Length: 0030, Data: 12 34 56 00 1E 80 01 0B 00 00 00 00 00 10 0B 13 83 29 78 55 00 65 02 00 01 00 08 20 28 0D 
105     [00012565]  IRP_MJ_READ                     Length: 0008, Data: 12 34 56 00 3D 80 01 0B 
